instant,dteday,season,year,month,hours,holiday,one_of_week,weather_situation,temp,atemp,humidity,wind_speed,casual,registered,count_cr,category_days,humidity_category,work_hours
7698,2011-11-22,Winter,2011,Nov,8,0,Tuesday,Light_rainsnow,0.38,0.3939,94.0,0.2239,5,185,190,Weekday,Terlalu Lembab,Work Hours
7699,2011-11-22,Winter,2011,Nov,9,0,Tuesday,Light_rainsnow,0.4,0.4091,94.0,0.0,2,147,149,Weekday,Terlalu Lembab,Work Hours
7700,2011-11-22,Winter,2011,Nov,10,0,Tuesday,Light_rainsnow,0.4,0.4091,94.0,0.0,6,46,52,Weekday,Terlalu Lembab,Work Hours
7701,2011-11-22,Winter,2011,Nov,11,0,Tuesday,Light_rainsnow,0.4,0.4091,94.0,0.1343,4,28,32,Weekday,Terlalu Lembab,Work Hours
7702,2011-11-22,Winter,2011,Nov,12,0,Tuesday,Light_rainsnow,0.4,0.4091,100.0,0.0896,3,18,21,Weekday,Terlalu Lembab,Work Hours
7703,2011-11-22,Winter,2011,Nov,13,0,Tuesday,Light_rainsnow,0.42,0.4242,100.0,0.0896,4,22,26,Weekday,Terlalu Lembab,Work Hours
7704,2011-11-22,Winter,2011,Nov,14,0,Tuesday,Light_rainsnow,0.42,0.4242,100.0,0.0896,4,31,35,Weekday,Terlalu Lembab,Work Hours
7705,2011-11-22,Winter,2011,Nov,15,0,Tuesday,Light_rainsnow,0.44,0.4394,94.0,0.0,2,32,34,Weekday,Terlalu Lembab,Work Hours
7706,2011-11-22,Winter,2011,Nov,16,0,Tuesday,Light_rainsnow,0.44,0.4394,94.0,0.0,3,59,62,Weekday,Terlalu Lembab,Work Hours
7707,2011-11-22,Winter,2011,Nov,17,0,Tuesday,Light_rainsnow,0.44,0.4394,100.0,0.0896,4,161,165,Weekday,Terlalu Lembab,Non-Work Hours
7708,2011-11-22,Winter,2011,Nov,18,0,Tuesday,Light_rainsnow,0.44,0.4394,100.0,0.0,0,148,148,Weekday,Terlalu Lembab,Non-Work Hours
7709,2011-11-22,Winter,2011,Nov,19,0,Tuesday,Light_rainsnow,0.46,0.4545,94.0,0.1045,5,106,111,Weekday,Terlalu Lembab,Non-Work Hours
7710,2011-11-22,Winter,2011,Nov,20,0,Tuesday,Misty,0.46,0.4545,100.0,0.2239,6,121,127,Weekday,Terlalu Lembab,Non-Work Hours
7711,2011-11-22,Winter,2011,Nov,21,0,Tuesday,Misty,0.46,0.4545,100.0,0.2537,4,86,90,Weekday,Terlalu Lembab,Non-Work Hours
7712,2011-11-22,Winter,2011,Nov,22,0,Tuesday,Misty,0.5,0.4848,94.0,0.194,6,81,87,Weekday,Terlalu Lembab,Non-Work Hours
7713,2011-11-22,Winter,2011,Nov,23,0,Tuesday,Misty,0.48,0.4697,94.0,0.2537,3,36,39,Weekday,Terlalu Lembab,Non-Work Hours
7714,2011-11-23,Winter,2011,Nov,0,0,Wednesday,Misty,0.48,0.4697,94.0,0.2537,2,14,16,Weekday,Terlalu Lembab,Non-Work Hours
7715,2011-11-23,Winter,2011,Nov,1,0,Wednesday,Misty,0.48,0.4697,94.0,0.2985,0,8,8,Weekday,Terlalu Lembab,Non-Work Hours
7716,2011-11-23,Winter,2011,Nov,2,0,Wednesday,Light_rainsnow,0.5,0.4848,94.0,0.3582,1,5,6,Weekday,Terlalu Lembab,Non-Work Hours
7717,2011-11-23,Winter,2011,Nov,3,0,Wednesday,Light_rainsnow,0.5,0.4848,94.0,0.3582,1,2,3,Weekday,Terlalu Lembab,Non-Work Hours
7718,2011-11-23,Winter,2011,Nov,4,0,Wednesday,Light_rainsnow,0.52,0.5,88.0,0.3582,0,5,5,Weekday,Terlalu Lembab,Non-Work Hours
7719,2011-11-23,Winter,2011,Nov,5,0,Wednesday,Misty,0.46,0.4545,94.0,0.194,1,16,17,Weekday,Terlalu Lembab,Non-Work Hours
7720,2011-11-23,Winter,2011,Nov,6,0,Wednesday,Misty,0.44,0.4394,100.0,0.0,1,68,69,Weekday,Terlalu Lembab,Non-Work Hours
7721,2011-11-23,Winter,2011,Nov,7,0,Wednesday,Misty,0.46,0.4545,100.0,0.0896,2,154,156,Weekday,Terlalu Lembab,Work Hours
7722,2011-11-23,Winter,2011,Nov,8,0,Wednesday,Misty,0.48,0.4697,94.0,0.1045,7,316,323,Weekday,Terlalu Lembab,Work Hours
7723,2011-11-23,Winter,2011,Nov,9,0,Wednesday,Misty,0.52,0.5,94.0,0.194,3,164,167,Weekday,Terlalu Lembab,Work Hours
7724,2011-11-23,Winter,2011,Nov,10,0,Wednesday,Misty,0.52,0.5,94.0,0.194,6,70,76,Weekday,Terlalu Lembab,Work Hours
7725,2011-11-23,Winter,2011,Nov,11,0,Wednesday,Misty,0.5,0.4848,72.0,0.4179,9,107,116,Weekday,Terlalu Lembab,Work Hours
7726,2011-11-23,Winter,2011,Nov,12,0,Wednesday,Clear,0.48,0.4697,55.00000000000001,0.4179,9,151,160,Weekday,Ideal,Work Hours
7727,2011-11-23,Winter,2011,Nov,13,0,Wednesday,Misty,0.44,0.4394,54.0,0.4925,12,162,174,Weekday,Ideal,Work Hours
7728,2011-11-23,Winter,2011,Nov,14,0,Wednesday,Clear,0.42,0.4242,54.0,0.4627,13,200,213,Weekday,Ideal,Work Hours
7729,2011-11-23,Winter,2011,Nov,15,0,Wednesday,Misty,0.42,0.4242,54.0,0.4478,13,194,207,Weekday,Ideal,Work Hours
7730,2011-11-23,Winter,2011,Nov,16,0,Wednesday,Misty,0.4,0.4091,62.0,0.4627,4,169,173,Weekday,Ideal,Work Hours
7731,2011-11-23,Winter,2011,Nov,17,0,Wednesday,Light_rainsnow,0.38,0.3939,71.0,0.3881,7,156,163,Weekday,Terlalu Lembab,Non-Work Hours
7732,2011-11-23,Winter,2011,Nov,18,0,Wednesday,Misty,0.4,0.4091,57.99999999999999,0.5224,7,138,145,Weekday,Ideal,Non-Work Hours
7733,2011-11-23,Winter,2011,Nov,19,0,Wednesday,Clear,0.38,0.3939,57.99999999999999,0.3881,6,116,122,Weekday,Ideal,Non-Work Hours
7734,2011-11-23,Winter,2011,Nov,20,0,Wednesday,Clear,0.36,0.3333,62.0,0.3881,1,67,68,Weekday,Ideal,Non-Work Hours
7735,2011-11-23,Winter,2011,Nov,21,0,Wednesday,Clear,0.36,0.3182,56.99999999999999,0.4627,0,66,66,Weekday,Ideal,Non-Work Hours
7736,2011-11-23,Winter,2011,Nov,22,0,Wednesday,Clear,0.34,0.303,61.0,0.4478,3,59,62,Weekday,Ideal,Non-Work Hours
7737,2011-11-23,Winter,2011,Nov,23,0,Wednesday,Clear,0.34,0.303,61.0,0.3582,4,47,51,Weekday,Ideal,Non-Work Hours
7738,2011-11-24,Winter,2011,Nov,0,1,Thursday,Clear,0.32,0.303,56.99999999999999,0.2239,1,22,23,Weekday,Ideal,Non-Work Hours
7739,2011-11-24,Winter,2011,Nov,1,1,Thursday,Clear,0.32,0.2879,56.99999999999999,0.4179,1,23,24,Weekday,Ideal,Non-Work Hours
7740,2011-11-24,Winter,2011,Nov,2,1,Thursday,Clear,0.3,0.2879,61.0,0.2836,3,19,22,Weekday,Ideal,Non-Work Hours
7741,2011-11-24,Winter,2011,Nov,3,1,Thursday,Clear,0.28,0.2879,65.0,0.1343,1,4,5,Weekday,Terlalu Lembab,Non-Work Hours
7742,2011-11-24,Winter,2011,Nov,4,1,Thursday,Clear,0.3,0.3182,61.0,0.0896,1,1,2,Weekday,Ideal,Non-Work Hours
7743,2011-11-24,Winter,2011,Nov,5,1,Thursday,Clear,0.3,0.3182,61.0,0.1045,1,10,11,Weekday,Ideal,Non-Work Hours
7744,2011-11-24,Winter,2011,Nov,6,1,Thursday,Clear,0.3,0.3182,61.0,0.0896,1,5,6,Weekday,Ideal,Non-Work Hours
7745,2011-11-24,Winter,2011,Nov,7,1,Thursday,Clear,0.26,0.2727,75.0,0.1045,9,31,40,Weekday,Terlalu Lembab,Work Hours
7746,2011-11-24,Winter,2011,Nov,8,1,Thursday,Clear,0.3,0.3182,65.0,0.0896,4,42,46,Weekday,Terlalu Lembab,Work Hours
7747,2011-11-24,Winter,2011,Nov,9,1,Thursday,Clear,0.34,0.3485,61.0,0.0,13,68,81,Weekday,Ideal,Work Hours
7748,2011-11-24,Winter,2011,Nov,10,1,Thursday,Clear,0.36,0.3788,56.99999999999999,0.0,34,64,98,Weekday,Ideal,Work Hours
7749,2011-11-24,Winter,2011,Nov,11,1,Thursday,Clear,0.42,0.4242,41.0,0.2985,52,90,142,Weekday,Terlalu kering,Work Hours
7750,2011-11-24,Winter,2011,Nov,12,1,Thursday,Clear,0.46,0.4545,36.0,0.2239,62,88,150,Weekday,Terlalu kering,Work Hours
7751,2011-11-24,Winter,2011,Nov,13,1,Thursday,Clear,0.48,0.4697,33.0,0.2239,84,91,175,Weekday,Terlalu kering,Work Hours
7752,2011-11-24,Winter,2011,Nov,14,1,Thursday,Clear,0.5,0.4848,31.0,0.2985,74,94,168,Weekday,Terlalu kering,Work Hours
7753,2011-11-24,Winter,2011,Nov,15,1,Thursday,Clear,0.5,0.4848,31.0,0.2537,78,71,149,Weekday,Terlalu kering,Work Hours
7754,2011-11-24,Winter,2011,Nov,16,1,Thursday,Clear,0.5,0.4848,34.0,0.2836,48,66,114,Weekday,Terlalu kering,Work Hours
7755,2011-11-24,Winter,2011,Nov,17,1,Thursday,Clear,0.48,0.4697,33.0,0.1045,34,40,74,Weekday,Terlalu kering,Non-Work Hours
7756,2011-11-24,Winter,2011,Nov,18,1,Thursday,Clear,0.42,0.4242,50.0,0.0896,13,24,37,Weekday,Ideal,Non-Work Hours
7757,2011-11-24,Winter,2011,Nov,19,1,Thursday,Clear,0.4,0.4091,54.0,0.1045,15,13,28,Weekday,Ideal,Non-Work Hours
7758,2011-11-24,Winter,2011,Nov,20,1,Thursday,Clear,0.36,0.3485,76.0,0.1642,14,17,31,Weekday,Terlalu Lembab,Non-Work Hours
7759,2011-11-24,Winter,2011,Nov,21,1,Thursday,Clear,0.36,0.3485,71.0,0.1642,7,19,26,Weekday,Terlalu Lembab,Non-Work Hours
7760,2011-11-24,Winter,2011,Nov,22,1,Thursday,Clear,0.36,0.3485,71.0,0.1642,8,14,22,Weekday,Terlalu Lembab,Non-Work Hours
7761,2011-11-24,Winter,2011,Nov,23,1,Thursday,Clear,0.34,0.3485,76.0,0.1045,2,19,21,Weekday,Terlalu Lembab,Non-Work Hours
7762,2011-11-25,Winter,2011,Nov,0,0,Friday,Clear,0.34,0.3333,76.0,0.1642,7,22,29,Weekday,Terlalu Lembab,Non-Work Hours
7763,2011-11-25,Winter,2011,Nov,1,0,Friday,Clear,0.34,0.3636,76.0,0.0,2,12,14,Weekday,Terlalu Lembab,Non-Work Hours
7764,2011-11-25,Winter,2011,Nov,2,0,Friday,Clear,0.28,0.2879,81.0,0.1045,4,6,10,Weekday,Terlalu Lembab,Non-Work Hours
7765,2011-11-25,Winter,2011,Nov,3,0,Friday,Clear,0.28,0.2879,75.0,0.1045,0,2,2,Weekday,Terlalu Lembab,Non-Work Hours
7766,2011-11-25,Winter,2011,Nov,4,0,Friday,Clear,0.3,0.3182,75.0,0.1045,4,3,7,Weekday,Terlalu Lembab,Non-Work Hours
7767,2011-11-25,Winter,2011,Nov,5,0,Friday,Clear,0.28,0.3182,75.0,0.0,2,3,5,Weekday,Terlalu Lembab,Non-Work Hours
7768,2011-11-25,Winter,2011,Nov,6,0,Friday,Clear,0.26,0.2727,81.0,0.1045,4,9,13,Weekday,Terlalu Lembab,Non-Work Hours
7769,2011-11-25,Winter,2011,Nov,7,0,Friday,Clear,0.26,0.303,81.0,0.0,4,31,35,Weekday,Terlalu Lembab,Work Hours
7770,2011-11-25,Winter,2011,Nov,8,0,Friday,Clear,0.26,0.2727,81.0,0.1343,6,68,74,Weekday,Terlalu Lembab,Work Hours
7771,2011-11-25,Winter,2011,Nov,9,0,Friday,Clear,0.32,0.3485,76.0,0.0,25,70,95,Weekday,Terlalu Lembab,Work Hours
7772,2011-11-25,Winter,2011,Nov,10,0,Friday,Clear,0.36,0.3485,71.0,0.1642,60,82,142,Weekday,Terlalu Lembab,Work Hours
7773,2011-11-25,Winter,2011,Nov,11,0,Friday,Clear,0.4,0.4091,66.0,0.1045,99,127,226,Weekday,Terlalu Lembab,Work Hours
7774,2011-11-25,Winter,2011,Nov,12,0,Friday,Clear,0.46,0.4545,51.0,0.1045,126,146,272,Weekday,Ideal,Work Hours
7775,2011-11-25,Winter,2011,Nov,13,0,Friday,Clear,0.5,0.4848,45.0,0.2239,143,140,283,Weekday,Ideal,Work Hours
7776,2011-11-25,Winter,2011,Nov,14,0,Friday,Clear,0.52,0.5,39.0,0.2239,122,150,272,Weekday,Terlalu kering,Work Hours
7777,2011-11-25,Winter,2011,Nov,15,0,Friday,Clear,0.52,0.5,36.0,0.194,165,145,310,Weekday,Terlalu kering,Work Hours
7778,2011-11-25,Winter,2011,Nov,16,0,Friday,Clear,0.5,0.4848,39.0,0.1642,122,139,261,Weekday,Terlalu kering,Work Hours
7779,2011-11-25,Winter,2011,Nov,17,0,Friday,Clear,0.5,0.4848,34.0,0.1045,57,127,184,Weekday,Terlalu kering,Non-Work Hours
7780,2011-11-25,Winter,2011,Nov,18,0,Friday,Clear,0.46,0.4545,44.0,0.0896,45,108,153,Weekday,Terlalu kering,Non-Work Hours
7781,2011-11-25,Winter,2011,Nov,19,0,Friday,Clear,0.42,0.4242,67.0,0.0,38,96,134,Weekday,Terlalu Lembab,Non-Work Hours
7782,2011-11-25,Winter,2011,Nov,20,0,Friday,Clear,0.4,0.4091,57.99999999999999,0.0896,19,76,95,Weekday,Ideal,Non-Work Hours
7783,2011-11-25,Winter,2011,Nov,21,0,Friday,Clear,0.36,0.3788,71.0,0.0,24,61,85,Weekday,Terlalu Lembab,Non-Work Hours
7784,2011-11-25,Winter,2011,Nov,22,0,Friday,Clear,0.34,0.3485,71.0,0.0896,12,46,58,Weekday,Terlalu Lembab,Non-Work Hours
7785,2011-11-25,Winter,2011,Nov,23,0,Friday,Clear,0.34,0.3485,76.0,0.1045,5,28,33,Weekday,Terlalu Lembab,Non-Work Hours
7786,2011-11-26,Winter,2011,Nov,0,0,Saturday,Clear,0.34,0.3485,76.0,0.1045,9,38,47,Weekend,Terlalu Lembab,Non-Work Hours
7787,2011-11-26,Winter,2011,Nov,1,0,Saturday,Clear,0.32,0.3333,76.0,0.0896,5,24,29,Weekend,Terlalu Lembab,Non-Work Hours
7788,2011-11-26,Winter,2011,Nov,2,0,Saturday,Clear,0.3,0.3182,81.0,0.1045,3,20,23,Weekend,Terlalu Lembab,Non-Work Hours
7789,2011-11-26,Winter,2011,Nov,3,0,Saturday,Clear,0.3,0.3333,81.0,0.0,8,9,17,Weekend,Terlalu Lembab,Non-Work Hours
7790,2011-11-26,Winter,2011,Nov,4,0,Saturday,Clear,0.3,0.3333,81.0,0.0,0,4,4,Weekend,Terlalu Lembab,Non-Work Hours
7791,2011-11-26,Winter,2011,Nov,5,0,Saturday,Clear,0.3,0.3182,75.0,0.1045,0,3,3,Weekend,Terlalu Lembab,Non-Work Hours
7792,2011-11-26,Winter,2011,Nov,6,0,Saturday,Misty,0.3,0.3182,75.0,0.0896,2,8,10,Weekend,Terlalu Lembab,Non-Work Hours
7793,2011-11-26,Winter,2011,Nov,7,0,Saturday,Clear,0.26,0.2727,87.0,0.1045,4,13,17,Weekend,Terlalu Lembab,Work Hours
7794,2011-11-26,Winter,2011,Nov,8,0,Saturday,Clear,0.32,0.3333,76.0,0.0896,10,50,60,Weekend,Terlalu Lembab,Work Hours
7795,2011-11-26,Winter,2011,Nov,9,0,Saturday,Clear,0.34,0.3485,76.0,0.0896,16,67,83,Weekend,Terlalu Lembab,Work Hours
7796,2011-11-26,Winter,2011,Nov,10,0,Saturday,Clear,0.36,0.3788,81.0,0.0,57,84,141,Weekend,Terlalu Lembab,Work Hours
7797,2011-11-26,Winter,2011,Nov,11,0,Saturday,Clear,0.4,0.4091,62.0,0.1045,107,123,230,Weekend,Ideal,Work Hours
7798,2011-11-26,Winter,2011,Nov,12,0,Saturday,Clear,0.44,0.4394,51.0,0.0,137,172,309,Weekend,Ideal,Work Hours
7799,2011-11-26,Winter,2011,Nov,13,0,Saturday,Clear,0.48,0.4697,44.0,0.0,177,148,325,Weekend,Terlalu kering,Work Hours
7800,2011-11-26,Winter,2011,Nov,14,0,Saturday,Misty,0.48,0.4697,48.0,0.1343,141,158,299,Weekend,Ideal,Work Hours
7801,2011-11-26,Winter,2011,Nov,15,0,Saturday,Misty,0.5,0.4848,42.0,0.1045,154,160,314,Weekend,Terlalu kering,Work Hours
7802,2011-11-26,Winter,2011,Nov,16,0,Saturday,Misty,0.46,0.4545,47.0,0.1343,137,138,275,Weekend,Ideal,Work Hours
7803,2011-11-26,Winter,2011,Nov,17,0,Saturday,Misty,0.46,0.4545,47.0,0.1343,62,122,184,Weekend,Ideal,Non-Work Hours
7804,2011-11-26,Winter,2011,Nov,18,0,Saturday,Misty,0.42,0.4242,62.0,0.1642,67,118,185,Weekend,Ideal,Non-Work Hours
7805,2011-11-26,Winter,2011,Nov,19,0,Saturday,Misty,0.4,0.4091,71.0,0.0896,46,100,146,Weekend,Terlalu Lembab,Non-Work Hours
7806,2011-11-26,Winter,2011,Nov,20,0,Saturday,Misty,0.42,0.4242,57.99999999999999,0.0,55,86,141,Weekend,Ideal,Non-Work Hours
7807,2011-11-26,Winter,2011,Nov,21,0,Saturday,Misty,0.38,0.3939,82.0,0.0,20,72,92,Weekend,Terlalu Lembab,Non-Work Hours
7808,2011-11-26,Winter,2011,Nov,22,0,Saturday,Misty,0.38,0.3939,76.0,0.0,14,51,65,Weekend,Terlalu Lembab,Non-Work Hours
7809,2011-11-26,Winter,2011,Nov,23,0,Saturday,Clear,0.36,0.3788,81.0,0.0,18,51,69,Weekend,Terlalu Lembab,Non-Work Hours
7810,2011-11-27,Winter,2011,Nov,0,0,Sunday,Clear,0.36,0.3788,81.0,0.0,7,39,46,Weekend,Terlalu Lembab,Non-Work Hours
7811,2011-11-27,Winter,2011,Nov,1,0,Sunday,Clear,0.36,0.3788,81.0,0.0,9,35,44,Weekend,Terlalu Lembab,Non-Work Hours
7812,2011-11-27,Winter,2011,Nov,2,0,Sunday,Clear,0.34,0.3636,81.0,0.0,9,22,31,Weekend,Terlalu Lembab,Non-Work Hours
7813,2011-11-27,Winter,2011,Nov,3,0,Sunday,Clear,0.34,0.3636,87.0,0.0,9,8,17,Weekend,Terlalu Lembab,Non-Work Hours
7814,2011-11-27,Winter,2011,Nov,4,0,Sunday,Clear,0.34,0.3485,87.0,0.1045,0,4,4,Weekend,Terlalu Lembab,Non-Work Hours
7815,2011-11-27,Winter,2011,Nov,5,0,Sunday,Clear,0.36,0.3485,87.0,0.194,0,5,5,Weekend,Terlalu Lembab,Non-Work Hours
7816,2011-11-27,Winter,2011,Nov,6,0,Sunday,Clear,0.38,0.3939,82.0,0.1642,0,9,9,Weekend,Terlalu Lembab,Non-Work Hours
7817,2011-11-27,Winter,2011,Nov,7,0,Sunday,Clear,0.38,0.3939,87.0,0.2239,12,11,23,Weekend,Terlalu Lembab,Work Hours
7818,2011-11-27,Winter,2011,Nov,8,0,Sunday,Clear,0.4,0.4091,82.0,0.2985,6,36,42,Weekend,Terlalu Lembab,Work Hours
7819,2011-11-27,Winter,2011,Nov,9,0,Sunday,Clear,0.46,0.4545,72.0,0.2836,21,90,111,Weekend,Terlalu Lembab,Work Hours
7820,2011-11-27,Winter,2011,Nov,10,0,Sunday,Clear,0.46,0.4545,72.0,0.2836,58,131,189,Weekend,Terlalu Lembab,Work Hours
7821,2011-11-27,Winter,2011,Nov,11,0,Sunday,Clear,0.5,0.4848,63.0,0.3582,83,157,240,Weekend,Ideal,Work Hours
7822,2011-11-27,Winter,2011,Nov,12,0,Sunday,Clear,0.54,0.5152,56.00000000000001,0.2836,63,193,256,Weekend,Ideal,Work Hours
7823,2011-11-27,Winter,2011,Nov,13,0,Sunday,Clear,0.54,0.5152,60.0,0.194,97,216,313,Weekend,Ideal,Work Hours
7824,2011-11-27,Winter,2011,Nov,14,0,Sunday,Clear,0.62,0.6212,43.0,0.4627,113,200,313,Weekend,Terlalu kering,Work Hours
7825,2011-11-27,Winter,2011,Nov,15,0,Sunday,Clear,0.62,0.6212,43.0,0.2836,96,221,317,Weekend,Terlalu kering,Work Hours
7826,2011-11-27,Winter,2011,Nov,16,0,Sunday,Clear,0.56,0.5303,52.0,0.2537,94,229,323,Weekend,Ideal,Work Hours
7827,2011-11-27,Winter,2011,Nov,17,0,Sunday,Clear,0.54,0.5152,56.00000000000001,0.194,37,167,204,Weekend,Ideal,Non-Work Hours
7828,2011-11-27,Winter,2011,Nov,18,0,Sunday,Clear,0.5,0.4848,63.0,0.1642,25,130,155,Weekend,Ideal,Non-Work Hours
7829,2011-11-27,Winter,2011,Nov,19,0,Sunday,Clear,0.48,0.4697,67.0,0.2239,30,109,139,Weekend,Terlalu Lembab,Non-Work Hours
7830,2011-11-27,Winter,2011,Nov,20,0,Sunday,Clear,0.5,0.4848,63.0,0.2537,10,94,104,Weekend,Ideal,Non-Work Hours
7831,2011-11-27,Winter,2011,Nov,21,0,Sunday,Clear,0.48,0.4697,67.0,0.2836,13,75,88,Weekend,Terlalu Lembab,Non-Work Hours
7832,2011-11-27,Winter,2011,Nov,22,0,Sunday,Clear,0.48,0.4697,72.0,0.2537,13,53,66,Weekend,Terlalu Lembab,Non-Work Hours
7833,2011-11-27,Winter,2011,Nov,23,0,Sunday,Clear,0.48,0.4697,72.0,0.2537,5,27,32,Weekend,Terlalu Lembab,Non-Work Hours
7834,2011-11-28,Winter,2011,Nov,0,0,Monday,Clear,0.46,0.4545,77.0,0.2836,6,10,16,Weekday,Terlalu Lembab,Non-Work Hours
7835,2011-11-28,Winter,2011,Nov,1,0,Monday,Clear,0.46,0.4545,77.0,0.2985,1,12,13,Weekday,Terlalu Lembab,Non-Work Hours
7836,2011-11-28,Winter,2011,Nov,3,0,Monday,Clear,0.44,0.4394,88.0,0.2239,1,4,5,Weekday,Terlalu Lembab,Non-Work Hours
7837,2011-11-28,Winter,2011,Nov,4,0,Monday,Clear,0.44,0.4394,82.0,0.0896,0,4,4,Weekday,Terlalu Lembab,Non-Work Hours
7838,2011-11-28,Winter,2011,Nov,5,0,Monday,Clear,0.4,0.4091,87.0,0.0,0,34,34,Weekday,Terlalu Lembab,Non-Work Hours
7839,2011-11-28,Winter,2011,Nov,6,0,Monday,Clear,0.42,0.4242,82.0,0.0896,6,98,104,Weekday,Terlalu Lembab,Non-Work Hours
7840,2011-11-28,Winter,2011,Nov,7,0,Monday,Clear,0.42,0.4242,88.0,0.0,7,270,277,Weekday,Terlalu Lembab,Work Hours
7841,2011-11-28,Winter,2011,Nov,8,0,Monday,Misty,0.42,0.4242,94.0,0.0,13,394,407,Weekday,Terlalu Lembab,Work Hours
7842,2011-11-28,Winter,2011,Nov,9,0,Monday,Misty,0.44,0.4394,88.0,0.2239,17,191,208,Weekday,Terlalu Lembab,Work Hours
7843,2011-11-28,Winter,2011,Nov,10,0,Monday,Misty,0.48,0.4697,77.0,0.1343,21,86,107,Weekday,Terlalu Lembab,Work Hours
7844,2011-11-28,Winter,2011,Nov,11,0,Monday,Misty,0.52,0.5,68.0,0.1045,11,107,118,Weekday,Terlalu Lembab,Work Hours
7845,2011-11-28,Winter,2011,Nov,12,0,Monday,Clear,0.56,0.5303,60.0,0.1045,13,165,178,Weekday,Ideal,Work Hours
7846,2011-11-28,Winter,2011,Nov,13,0,Monday,Misty,0.58,0.5455,56.00000000000001,0.0,25,137,162,Weekday,Ideal,Work Hours
7847,2011-11-28,Winter,2011,Nov,14,0,Monday,Clear,0.6,0.6212,56.00000000000001,0.0,14,129,143,Weekday,Ideal,Work Hours
7848,2011-11-28,Winter,2011,Nov,15,0,Monday,Clear,0.58,0.5455,60.0,0.1642,18,132,150,Weekday,Ideal,Work Hours
7849,2011-11-28,Winter,2011,Nov,16,0,Monday,Clear,0.56,0.5303,60.0,0.194,24,240,264,Weekday,Ideal,Work Hours
7850,2011-11-28,Winter,2011,Nov,17,0,Monday,Clear,0.58,0.5455,56.00000000000001,0.194,24,444,468,Weekday,Ideal,Non-Work Hours
7851,2011-11-28,Winter,2011,Nov,18,0,Monday,Clear,0.56,0.5303,64.0,0.2239,20,396,416,Weekday,Ideal,Non-Work Hours
7852,2011-11-28,Winter,2011,Nov,19,0,Monday,Clear,0.54,0.5152,73.0,0.2239,4,260,264,Weekday,Terlalu Lembab,Non-Work Hours
7853,2011-11-28,Winter,2011,Nov,20,0,Monday,Misty,0.54,0.5152,73.0,0.2537,12,206,218,Weekday,Terlalu Lembab,Non-Work Hours
7854,2011-11-28,Winter,2011,Nov,21,0,Monday,Misty,0.54,0.5152,77.0,0.2239,4,152,156,Weekday,Terlalu Lembab,Non-Work Hours
7855,2011-11-28,Winter,2011,Nov,22,0,Monday,Misty,0.52,0.5,83.0,0.1045,7,102,109,Weekday,Terlalu Lembab,Non-Work Hours
7856,2011-11-28,Winter,2011,Nov,23,0,Monday,Misty,0.52,0.5,83.0,0.1343,5,41,46,Weekday,Terlalu Lembab,Non-Work Hours
7857,2011-11-29,Winter,2011,Nov,0,0,Tuesday,Clear,0.52,0.5,83.0,0.0,4,18,22,Weekday,Terlalu Lembab,Non-Work Hours
7858,2011-11-29,Winter,2011,Nov,1,0,Tuesday,Clear,0.52,0.5,83.0,0.0896,1,16,17,Weekday,Terlalu Lembab,Non-Work Hours
7859,2011-11-29,Winter,2011,Nov,2,0,Tuesday,Misty,0.5,0.4848,88.0,0.0,0,5,5,Weekday,Terlalu Lembab,Non-Work Hours
7860,2011-11-29,Winter,2011,Nov,3,0,Tuesday,Misty,0.5,0.4848,88.0,0.0,0,2,2,Weekday,Terlalu Lembab,Non-Work Hours
7861,2011-11-29,Winter,2011,Nov,4,0,Tuesday,Misty,0.52,0.5,83.0,0.3284,1,5,6,Weekday,Terlalu Lembab,Non-Work Hours
7862,2011-11-29,Winter,2011,Nov,5,0,Tuesday,Clear,0.5,0.4848,88.0,0.2836,1,21,22,Weekday,Terlalu Lembab,Non-Work Hours
7863,2011-11-29,Winter,2011,Nov,6,0,Tuesday,Clear,0.52,0.5,83.0,0.2836,1,88,89,Weekday,Terlalu Lembab,Non-Work Hours
7864,2011-11-29,Winter,2011,Nov,7,0,Tuesday,Clear,0.52,0.5,77.0,0.2239,12,330,342,Weekday,Terlalu Lembab,Work Hours
7865,2011-11-29,Winter,2011,Nov,8,0,Tuesday,Clear,0.54,0.5152,77.0,0.2836,9,440,449,Weekday,Terlalu Lembab,Work Hours
7866,2011-11-29,Winter,2011,Nov,9,0,Tuesday,Light_rainsnow,0.56,0.5303,73.0,0.4179,5,197,202,Weekday,Terlalu Lembab,Work Hours
7867,2011-11-29,Winter,2011,Nov,10,0,Tuesday,Light_rainsnow,0.56,0.5303,73.0,0.4179,2,34,36,Weekday,Terlalu Lembab,Work Hours
7868,2011-11-29,Winter,2011,Nov,11,0,Tuesday,Light_rainsnow,0.5,0.4848,88.0,0.2985,1,10,11,Weekday,Terlalu Lembab,Work Hours
7869,2011-11-29,Winter,2011,Nov,12,0,Tuesday,Light_rainsnow,0.42,0.4242,82.0,0.4179,1,17,18,Weekday,Terlalu Lembab,Work Hours
7870,2011-11-29,Winter,2011,Nov,13,0,Tuesday,Light_rainsnow,0.42,0.4242,77.0,0.2836,0,22,22,Weekday,Terlalu Lembab,Work Hours
7871,2011-11-29,Winter,2011,Nov,14,0,Tuesday,Light_rainsnow,0.4,0.4091,94.0,0.194,1,35,36,Weekday,Terlalu Lembab,Work Hours
